Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
19920101  0:00,-9999,2.73,-9999,2.19
19920101  0:15,-9999,2.73,-9999,2.19
19920101  0:30,-9999,2.73,-9999,2.19
19920101  0:45,-9999,2.73,-9999,2.19
19920101  1:00,-9999,2.73,-9999,2.19
19920101  1:15,-9999,2.73,-9999,2.19
19920101  1:30,-9999,2.73,-9999,2.19
19920101  1:45,-9999,2.73,-9999,2.19
19920101  2:00,2.72,-9999,2.11,-9999
19920101  2:15,-9999,2.72,-9999,2.11
19920101  2:30,-9999,2.72,-9999,2.11
19920101  2:45,-9999,2.72,-9999,2.11
19920101  3:00,-9999,2.72,-9999,2.11
19920101  3:15,-9999,2.72,-9999,2.11
19920101  3:30,-9999,2.72,-9999,2.11
19920101  3:45,-9999,2.72,-9999,2.11
19920101  4:00,-9999,2.72,-9999,2.11
19920101  4:15,-9999,2.72,-9999,2.11
19920101  4:30,-9999,2.72,-9999,2.11
19920101  4:45,-9999,2.72,-9999,2.11
19920101  5:00,-9999,2.72,-9999,2.11
19920101  5:15,-9999,2.72,-9999,2.11
19920101  5:30,-9999,2.72,-9999,2.11
19920101  5:45,-9999,2.72,-9999,2.11
19920101  6:00,-9999,2.72,-9999,2.11
19920101  6:15,-9999,2.72,-9999,2.11
19920101  6:30,-9999,2.72,-9999,2.11
19920101  6:45,-9999,2.72,-9999,2.11
19920101  7:00,2.71,-9999,2.04,-9999
19920101  7:15,-9999,2.71,-9999,2.04
19920101  7:30,-9999,2.71,-9999,2.04
19920101  7:45,-9999,2.71,-9999,2.04
19920101  8:00,-9999,2.71,-9999,2.04
19920101  8:15,-9999,2.71,-9999,2.04
19920101  8:30,-9999,2.71,-9999,2.04
19920101  8:45,-9999,2.71,-9999,2.04
19920101  9:00,-9999,2.71,-9999,2.04
19920101  9:15,-9999,2.71,-9999,2.04
19920101  9:30,-9999,2.71,-9999,2.04
19920101  9:45,-9999,2.71,-9999,2.04
19920101 10:00,-9999,2.71,-9999,2.04
19920101 10:15,-9999,2.71,-9999,2.04
19920101 10:30,-9999,2.71,-9999,2.04
19920101 10:45,-9999,2.71,-9999,2.04
19920101 11:00,-9999,2.71,-9999,2.04
19920101 11:15,-9999,2.71,-9999,2.04
19920101 11:30,-9999,2.71,-9999,2.04
19920101 11:45,-9999,2.71,-9999,2.04
19920101 12:00,-9999,2.71,-9999,2.04
19920101 12:15,-9999,2.71,-9999,2.04
19920101 12:30,-9999,2.71,-9999,2.04
19920101 12:45,-9999,2.71,-9999,2.04
19920101 13:00,-9999,2.71,-9999,2.04
19920101 13:15,-9999,2.71,-9999,2.04
19920101 13:30,-9999,2.71,-9999,2.04
19920101 13:45,-9999,2.71,-9999,2.04
19920101 14:00,-9999,2.71,-9999,2.04
19920101 14:15,-9999,2.71,-9999,2.04
19920101 14:30,-9999,2.71,-9999,2.04
19920101 14:45,-9999,2.71,-9999,2.04
19920101 15:00,-9999,2.71,-9999,2.04
19920101 15:15,-9999,2.71,-9999,2.04
19920101 15:30,-9999,2.71,-9999,2.04
19920101 15:45,-9999,2.71,-9999,2.04
19920101 16:00,-9999,2.71,-9999,2.04
19920101 16:15,-9999,2.71,-9999,2.04
19920101 16:30,-9999,2.71,-9999,2.04
19920101 16:45,-9999,2.71,-9999,2.04
19920101 17:00,-9999,2.71,-9999,2.04
19920101 17:15,-9999,2.71,-9999,2.04
19920101 17:30,-9999,2.71,-9999,2.04
19920101 17:45,-9999,2.71,-9999,2.04
19920101 18:00,2.72,-9999,2.11,-9999
19920101 18:15,-9999,2.72,-9999,2.11
19920101 18:30,-9999,2.72,-9999,2.11
19920101 18:45,-9999,2.72,-9999,2.11
19920101 19:00,-9999,2.72,-9999,2.11
19920101 19:15,-9999,2.72,-9999,2.11
19920101 19:30,-9999,2.72,-9999,2.11
19920101 19:45,-9999,2.72,-9999,2.11
19920101 20:00,-9999,2.72,-9999,2.11
19920101 20:15,-9999,2.72,-9999,2.11
19920101 20:30,-9999,2.72,-9999,2.11
19920101 20:45,-9999,2.72,-9999,2.11
19920101 21:00,-9999,2.72,-9999,2.11
19920101 21:15,-9999,2.72,-9999,2.11
19920101 21:30,-9999,2.72,-9999,2.11
19920101 21:45,-9999,2.72,-9999,2.11
19920101 22:00,-9999,2.72,-9999,2.11
19920101 22:15,-9999,2.72,-9999,2.11
19920101 22:30,-9999,2.72,-9999,2.11
19920101 22:45,-9999,2.72,-9999,2.11
19920101 23:00,-9999,2.72,-9999,2.11
19920101 23:15,-9999,2.72,-9999,2.11
19920101 23:30,-9999,2.72,-9999,2.11
19920101 23:45,-9999,2.72,-9999,2.11
19920102  0:00,-9999,2.72,-9999,2.11
19920102  0:15,-9999,2.72,-9999,2.11
19920102  0:30,-9999,2.72,-9999,2.11
19920102  0:45,-9999,2.72,-9999,2.11
19920102  1:00,-9999,2.72,-9999,2.11
19920102  1:15,-9999,2.72,-9999,2.11
19920102  1:30,-9999,2.72,-9999,2.11
19920102  1:45,-9999,2.72,-9999,2.11
19920102  2:00,-9999,2.72,-9999,2.11
19920102  2:15,-9999,2.72,-9999,2.11
19920102  2:30,-9999,2.72,-9999,2.11
19920102  2:45,-9999,2.72,-9999,2.11
19920102  3:00,-9999,2.72,-9999,2.11
19920102  3:15,-9999,2.72,-9999,2.11
19920102  3:30,-9999,2.72,-9999,2.11
19920102  3:45,-9999,2.72,-9999,2.11
19920102  4:00,-9999,2.72,-9999,2.11
19920102  4:15,-9999,2.72,-9999,2.11
19920102  4:30,-9999,2.72,-9999,2.11
19920102  4:45,-9999,2.72,-9999,2.11
19920102  5:00,-9999,2.72,-9999,2.11
19920102  5:15,-9999,2.72,-9999,2.11
19920102  5:30,-9999,2.72,-9999,2.11
19920102  5:45,-9999,2.72,-9999,2.11
19920102  6:00,-9999,2.72,-9999,2.11
19920102  6:15,-9999,2.72,-9999,2.11
19920102  6:30,-9999,2.72,-9999,2.11
19920102  6:45,-9999,2.72,-9999,2.11
19920102  7:00,-9999,2.72,-9999,2.11
19920102  7:15,-9999,2.72,-9999,2.11
19920102  7:30,-9999,2.72,-9999,2.11
19920102  7:45,-9999,2.72,-9999,2.11
19920102  8:00,-9999,2.72,-9999,2.11
19920102  8:15,-9999,2.72,-9999,2.11
19920102  8:30,-9999,2.72,-9999,2.11
19920102  8:45,-9999,2.72,-9999,2.11
19920102  9:00,-9999,2.72,-9999,2.11
19920102  9:15,-9999,2.72,-9999,2.11
19920102  9:30,-9999,2.72,-9999,2.11
19920102  9:45,-9999,2.72,-9999,2.11
19920102 10:00,-9999,2.72,-9999,2.11
19920102 10:15,-9999,2.72,-9999,2.11
19920102 10:30,-9999,2.72,-9999,2.11
19920102 10:45,-9999,2.72,-9999,2.11
19920102 11:00,-9999,2.72,-9999,2.11
19920102 11:15,-9999,2.72,-9999,2.11
19920102 11:30,-9999,2.72,-9999,2.11
19920102 11:45,-9999,2.72,-9999,2.11
19920102 12:00,-9999,2.72,-9999,2.11
19920102 12:15,-9999,2.72,-9999,2.11
19920102 12:30,-9999,2.72,-9999,2.11
19920102 12:45,-9999,2.72,-9999,2.11
19920102 13:00,-9999,2.72,-9999,2.11
19920102 13:15,-9999,2.72,-9999,2.11
19920102 13:30,-9999,2.72,-9999,2.11
19920102 13:45,-9999,2.72,-9999,2.11
19920102 14:00,-9999,2.72,-9999,2.11
19920102 14:15,-9999,2.72,-9999,2.11
19920102 14:30,-9999,2.72,-9999,2.11
19920102 14:45,-9999,2.72,-9999,2.11
19920102 15:00,-9999,2.72,-9999,2.11
19920102 15:15,-9999,2.72,-9999,2.11
19920102 15:30,-9999,2.72,-9999,2.11
19920102 15:45,-9999,2.72,-9999,2.11
19920102 16:00,-9999,2.72,-9999,2.11
19920102 16:15,-9999,2.72,-9999,2.11
19920102 16:30,-9999,2.72,-9999,2.11
19920102 16:45,-9999,2.72,-9999,2.11
19920102 17:00,-9999,2.72,-9999,2.11
19920102 17:15,-9999,2.72,-9999,2.11
19920102 17:30,-9999,2.72,-9999,2.11
19920102 17:45,-9999,2.72,-9999,2.11
19920102 18:00,-9999,2.72,-9999,2.11
19920102 18:15,-9999,2.72,-9999,2.11
19920102 18:30,-9999,2.72,-9999,2.11
19920102 18:45,-9999,2.72,-9999,2.11
19920102 19:00,-9999,2.72,-9999,2.11
19920102 19:15,-9999,2.72,-9999,2.11
19920102 19:30,-9999,2.72,-9999,2.11
19920102 19:45,-9999,2.72,-9999,2.11
19920102 20:00,-9999,2.72,-9999,2.11
19920102 20:15,-9999,2.72,-9999,2.11
19920102 20:30,-9999,2.72,-9999,2.11
19920102 20:45,-9999,2.72,-9999,2.11
19920102 21:00,-9999,2.72,-9999,2.11
19920102 21:15,-9999,2.72,-9999,2.11
19920102 21:30,-9999,2.72,-9999,2.11
19920102 21:45,-9999,2.72,-9999,2.11
19920102 22:00,-9999,2.72,-9999,2.11
19920102 22:15,-9999,2.72,-9999,2.11
19920102 22:30,-9999,2.72,-9999,2.11
19920102 22:45,-9999,2.72,-9999,2.11
19920102 23:00,-9999,2.72,-9999,2.11
19920102 23:15,-9999,2.72,-9999,2.11
