Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
19880101  0:00,-9999,2.73,-9999,2.99
19880101  0:15,-9999,2.73,-9999,2.99
19880101  0:30,-9999,2.73,-9999,2.99
19880101  0:45,-9999,2.73,-9999,2.99
19880101  1:00,-9999,2.73,-9999,2.99
19880101  1:15,-9999,2.73,-9999,2.99
19880101  1:30,-9999,2.73,-9999,2.99
19880101  1:45,-9999,2.73,-9999,2.99
19880101  2:00,-9999,2.73,-9999,2.99
19880101  2:15,-9999,2.73,-9999,2.99
19880101  2:30,-9999,2.73,-9999,2.99
19880101  2:45,-9999,2.73,-9999,2.99
19880101  3:00,-9999,2.73,-9999,2.99
19880101  3:15,-9999,2.73,-9999,2.99
19880101  3:30,-9999,2.73,-9999,2.99
19880101  3:45,-9999,2.73,-9999,2.99
19880101  4:00,2.74,-9999,3.09,-9999
19880101  4:15,-9999,2.74,-9999,3.09
19880101  4:30,-9999,2.74,-9999,3.09
19880101  4:45,-9999,2.74,-9999,3.09
19880101  5:00,-9999,2.74,-9999,3.09
19880101  5:15,-9999,2.74,-9999,3.09
19880101  5:30,-9999,2.74,-9999,3.09
19880101  5:45,-9999,2.74,-9999,3.09
19880101  6:00,-9999,2.74,-9999,3.09
19880101  6:15,-9999,2.74,-9999,3.09
19880101  6:30,-9999,2.74,-9999,3.09
19880101  6:45,-9999,2.74,-9999,3.09
19880101  7:00,-9999,2.74,-9999,3.09
19880101  7:15,-9999,2.74,-9999,3.09
19880101  7:30,-9999,2.74,-9999,3.09
19880101  7:45,-9999,2.74,-9999,3.09
19880101  8:00,-9999,2.74,-9999,3.09
19880101  8:15,-9999,2.74,-9999,3.09
19880101  8:30,-9999,2.74,-9999,3.09
19880101  8:45,-9999,2.74,-9999,3.09
19880101  9:00,2.75,-9999,3.19,-9999
19880101  9:15,-9999,2.75,-9999,3.19
19880101  9:30,-9999,2.75,-9999,3.19
19880101  9:45,-9999,2.75,-9999,3.19
19880101 10:00,-9999,2.75,-9999,3.19
19880101 10:15,-9999,2.75,-9999,3.19
19880101 10:30,-9999,2.75,-9999,3.19
19880101 10:45,-9999,2.75,-9999,3.19
19880101 11:00,-9999,2.75,-9999,3.19
19880101 11:15,-9999,2.75,-9999,3.19
19880101 11:30,-9999,2.75,-9999,3.19
19880101 11:45,-9999,2.75,-9999,3.19
19880101 12:00,-9999,2.75,-9999,3.19
19880101 12:15,-9999,2.75,-9999,3.19
19880101 12:30,-9999,2.75,-9999,3.19
19880101 12:45,-9999,2.75,-9999,3.19
