Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
19720101  0:00,1.86,-9999,5.5,-9999
19720101  0:15,-9999,1.86,-9999,5.5
19720101  0:30,-9999,1.86,-9999,5.5
19720101  0:45,-9999,1.86,-9999,5.5
19720101  1:00,1.86,-9999,5.5,-9999
19720101  1:15,-9999,1.86,-9999,5.5
19720101  1:30,-9999,1.86,-9999,5.5
19720101  1:45,-9999,1.86,-9999,5.5
19720101  2:00,-9999,1.86,-9999,5.5
19720101  2:15,-9999,1.86,-9999,5.5
19720101  2:30,-9999,1.86,-9999,5.5
19720101  2:45,-9999,1.86,-9999,5.5
19720101  3:00,-9999,1.86,-9999,5.5
19720101  3:15,-9999,1.86,-9999,5.5
19720101  3:30,-9999,1.86,-9999,5.5
19720101  3:45,-9999,1.86,-9999,5.5
19720101  4:00,-9999,1.86,-9999,5.5
19720101  4:15,-9999,1.86,-9999,5.5
19720101  4:30,-9999,1.86,-9999,5.5
19720101  4:45,-9999,1.86,-9999,5.5
19720101  5:00,-9999,1.86,-9999,5.5
19720101  5:15,-9999,1.86,-9999,5.5
19720101  5:30,-9999,1.86,-9999,5.5
19720101  5:45,-9999,1.86,-9999,5.5
19720101  6:00,-9999,1.86,-9999,5.5
19720101  6:15,-9999,1.86,-9999,5.5
19720101  6:30,-9999,1.86,-9999,5.5
19720101  6:45,-9999,1.86,-9999,5.5
19720101  7:00,-9999,1.86,-9999,5.5
19720101  7:15,-9999,1.86,-9999,5.5
19720101  7:30,-9999,1.86,-9999,5.5
19720101  7:45,-9999,1.86,-9999,5.5
19720101  8:00,1.85,-9999,5.3,-9999
19720101  8:15,-9999,1.85,-9999,5.3
19720101  8:30,-9999,1.85,-9999,5.3
19720101  8:45,-9999,1.85,-9999,5.3
19720101  9:00,-9999,1.85,-9999,5.3
19720101  9:15,-9999,1.85,-9999,5.3
19720101  9:30,-9999,1.85,-9999,5.3
19720101  9:45,-9999,1.85,-9999,5.3
19720101 10:00,-9999,1.85,-9999,5.3
19720101 10:15,-9999,1.85,-9999,5.3
19720101 10:30,-9999,1.85,-9999,5.3
19720101 10:45,-9999,1.85,-9999,5.3
19720101 11:00,-9999,1.85,-9999,5.3
19720101 11:15,-9999,1.85,-9999,5.3
19720101 11:30,-9999,1.85,-9999,5.3
19720101 11:45,-9999,1.85,-9999,5.3
19720101 12:00,-9999,1.85,-9999,5.3
19720101 12:15,-9999,1.85,-9999,5.3
19720101 12:30,-9999,1.85,-9999,5.3
19720101 12:45,-9999,1.85,-9999,5.3
19720101 13:00,-9999,1.85,-9999,5.3
19720101 13:15,-9999,1.85,-9999,5.3
19720101 13:30,-9999,1.85,-9999,5.3
19720101 13:45,-9999,1.85,-9999,5.3
