Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
19970101  0:00,-9999,3.23,-9999,6.69
19970101  0:15,-9999,3.23,-9999,6.69
19970101  0:30,-9999,3.23,-9999,6.69
19970101  0:45,-9999,3.23,-9999,6.69
19970101  1:00,-9999,3.23,-9999,6.69
19970101  1:15,-9999,3.23,-9999,6.69
19970101  1:30,-9999,3.23,-9999,6.69
19970101  1:45,-9999,3.23,-9999,6.69
19970101  2:00,-9999,3.23,-9999,6.69
19970101  2:15,-9999,3.23,-9999,6.69
19970101  2:30,-9999,3.23,-9999,6.69
19970101  2:45,-9999,3.23,-9999,6.69
19970101  3:00,-9999,3.23,-9999,6.69
19970101  3:15,-9999,3.23,-9999,6.69
19970101  3:30,-9999,3.23,-9999,6.69
19970101  3:45,-9999,3.23,-9999,6.69
19970101  4:00,-9999,3.23,-9999,6.69
19970101  4:15,-9999,3.23,-9999,6.69
19970101  4:30,-9999,3.23,-9999,6.69
19970101  4:45,-9999,3.23,-9999,6.69
19970101  5:00,-9999,3.23,-9999,6.69
19970101  5:15,-9999,3.23,-9999,6.69
19970101  5:30,-9999,3.23,-9999,6.69
19970101  5:45,-9999,3.23,-9999,6.69
19970101  6:00,-9999,3.23,-9999,6.69
19970101  6:15,-9999,3.23,-9999,6.69
19970101  6:30,-9999,3.23,-9999,6.69
19970101  6:45,-9999,3.23,-9999,6.69
19970101  7:00,-9999,3.23,-9999,6.69
19970101  7:15,-9999,3.23,-9999,6.69
19970101  7:30,-9999,3.23,-9999,6.69
19970101  7:45,-9999,3.23,-9999,6.69
19970101  8:00,-9999,3.23,-9999,6.69
19970101  8:15,-9999,3.23,-9999,6.69
19970101  8:30,-9999,3.23,-9999,6.69
19970101  8:45,-9999,3.23,-9999,6.69
19970101  9:00,3.23,-9999,6.69,-9999
19970101  9:15,-9999,3.23,-9999,6.69
19970101  9:30,-9999,3.23,-9999,6.69
19970101  9:45,-9999,3.23,-9999,6.69
19970101 10:00,-9999,3.23,-9999,6.69
19970101 10:15,-9999,3.23,-9999,6.69
19970101 10:30,-9999,3.23,-9999,6.69
19970101 10:45,-9999,3.23,-9999,6.69
19970101 11:00,-9999,3.23,-9999,6.69
19970101 11:15,-9999,3.23,-9999,6.69
19970101 11:30,-9999,3.23,-9999,6.69
19970101 11:45,-9999,3.23,-9999,6.69
19970101 12:00,-9999,3.23,-9999,6.69
19970101 12:15,-9999,3.23,-9999,6.69
19970101 12:30,-9999,3.23,-9999,6.69
19970101 12:45,-9999,3.23,-9999,6.69
19970101 13:00,-9999,3.23,-9999,6.69
19970101 13:15,-9999,3.23,-9999,6.69
19970101 13:30,-9999,3.23,-9999,6.69
19970101 13:45,-9999,3.23,-9999,6.69
19970101 14:00,-9999,3.23,-9999,6.69
19970101 14:15,-9999,3.23,-9999,6.69
19970101 14:30,-9999,3.23,-9999,6.69
19970101 14:45,-9999,3.23,-9999,6.69
19970101 15:00,-9999,3.23,-9999,6.69
19970101 15:15,-9999,3.23,-9999,6.69
19970101 15:30,-9999,3.23,-9999,6.69
19970101 15:45,-9999,3.23,-9999,6.69
19970101 16:00,-9999,3.23,-9999,6.69
19970101 16:15,-9999,3.23,-9999,6.69
19970101 16:30,-9999,3.23,-9999,6.69
19970101 16:45,-9999,3.23,-9999,6.69
19970101 17:00,-9999,3.23,-9999,6.69
19970101 17:15,-9999,3.23,-9999,6.69
19970101 17:30,-9999,3.23,-9999,6.69
19970101 17:45,-9999,3.23,-9999,6.69
19970101 18:00,-9999,3.23,-9999,6.69
19970101 18:15,-9999,3.23,-9999,6.69
19970101 18:30,-9999,3.23,-9999,6.69
19970101 18:45,-9999,3.23,-9999,6.69
19970101 19:00,-9999,3.23,-9999,6.69
19970101 19:15,-9999,3.23,-9999,6.69
19970101 19:30,-9999,3.23,-9999,6.69
19970101 19:45,-9999,3.23,-9999,6.69
19970101 20:00,-9999,3.23,-9999,6.69
19970101 20:15,-9999,3.23,-9999,6.69
19970101 20:30,-9999,3.23,-9999,6.69
19970101 20:45,-9999,3.23,-9999,6.69
19970101 21:00,3.23,-9999,6.69,-9999
19970101 21:15,-9999,3.23,-9999,6.69
19970101 21:30,-9999,3.23,-9999,6.69
19970101 21:45,-9999,3.23,-9999,6.69
19970101 22:00,-9999,3.23,-9999,6.69
19970101 22:15,-9999,3.23,-9999,6.69
19970101 22:30,-9999,3.23,-9999,6.69
19970101 22:45,-9999,3.23,-9999,6.69
19970101 23:00,-9999,3.23,-9999,6.69
19970101 23:15,-9999,3.23,-9999,6.69
19970101 23:30,-9999,3.23,-9999,6.69
19970101 23:45,-9999,3.23,-9999,6.69
19970102  0:00,-9999,3.23,-9999,6.69
19970102  0:15,-9999,3.23,-9999,6.69
19970102  0:30,-9999,3.23,-9999,6.69
19970102  0:45,-9999,3.23,-9999,6.69
19970102  1:00,-9999,3.23,-9999,6.69
19970102  1:15,-9999,3.23,-9999,6.69
19970102  1:30,-9999,3.23,-9999,6.69
19970102  1:45,-9999,3.23,-9999,6.69
19970102  2:00,-9999,3.23,-9999,6.69
19970102  2:15,-9999,3.23,-9999,6.69
19970102  2:30,-9999,3.23,-9999,6.69
19970102  2:45,-9999,3.23,-9999,6.69
19970102  3:00,-9999,3.23,-9999,6.69
19970102  3:15,-9999,3.23,-9999,6.69
19970102  3:30,-9999,3.23,-9999,6.69
19970102  3:45,-9999,3.23,-9999,6.69
19970102  4:00,-9999,3.23,-9999,6.69
19970102  4:15,-9999,3.23,-9999,6.69
19970102  4:30,-9999,3.23,-9999,6.69
19970102  4:45,-9999,3.23,-9999,6.69
19970102  5:00,-9999,3.23,-9999,6.69
19970102  5:15,-9999,3.23,-9999,6.69
19970102  5:30,-9999,3.23,-9999,6.69
19970102  5:45,-9999,3.23,-9999,6.69
19970102  6:00,-9999,3.23,-9999,6.69
19970102  6:15,-9999,3.23,-9999,6.69
19970102  6:30,-9999,3.23,-9999,6.69
19970102  6:45,-9999,3.23,-9999,6.69
19970102  7:00,-9999,3.23,-9999,6.69
19970102  7:15,-9999,3.23,-9999,6.69
19970102  7:30,-9999,3.23,-9999,6.69
19970102  7:45,-9999,3.23,-9999,6.69
19970102  8:00,-9999,3.23,-9999,6.69
19970102  8:15,-9999,3.23,-9999,6.69
19970102  8:30,-9999,3.23,-9999,6.69
19970102  8:45,-9999,3.23,-9999,6.69
19970102  9:00,3.23,-9999,6.69,-9999
19970102  9:15,-9999,3.23,-9999,6.69
19970102  9:30,-9999,3.23,-9999,6.69
19970102  9:45,-9999,3.23,-9999,6.69
19970102 10:00,-9999,3.23,-9999,6.69
19970102 10:15,-9999,3.23,-9999,6.69
19970102 10:30,-9999,3.23,-9999,6.69
19970102 10:45,-9999,3.23,-9999,6.69
19970102 11:00,-9999,3.23,-9999,6.69
19970102 11:15,-9999,3.23,-9999,6.69
19970102 11:30,-9999,3.23,-9999,6.69
19970102 11:45,-9999,3.23,-9999,6.69
19970102 12:00,-9999,3.23,-9999,6.69
19970102 12:15,-9999,3.23,-9999,6.69
19970102 12:30,-9999,3.23,-9999,6.69
19970102 12:45,-9999,3.23,-9999,6.69
19970102 13:00,3.24,-9999,7.06,-9999
19970102 13:15,-9999,3.24,-9999,7.06
19970102 13:30,-9999,3.24,-9999,7.06
19970102 13:45,-9999,3.24,-9999,7.06
19970102 14:00,-9999,3.24,-9999,7.06
19970102 14:15,-9999,3.24,-9999,7.06
19970102 14:30,-9999,3.24,-9999,7.06
19970102 14:45,-9999,3.24,-9999,7.06
19970102 15:00,-9999,3.24,-9999,7.06
19970102 15:15,-9999,3.24,-9999,7.06
19970102 15:30,-9999,3.24,-9999,7.06
19970102 15:45,-9999,3.24,-9999,7.06
19970102 16:00,-9999,3.24,-9999,7.06
19970102 16:15,-9999,3.24,-9999,7.06
19970102 16:30,-9999,3.24,-9999,7.06
19970102 16:45,-9999,3.24,-9999,7.06
19970102 17:00,-9999,3.24,-9999,7.06
19970102 17:15,-9999,3.24,-9999,7.06
19970102 17:30,-9999,3.24,-9999,7.06
19970102 17:45,-9999,3.24,-9999,7.06
19970102 18:00,3.23,-9999,6.69,-9999
19970102 18:15,-9999,3.23,-9999,6.69
19970102 18:30,-9999,3.23,-9999,6.69
19970102 18:45,-9999,3.23,-9999,6.69
19970102 19:00,-9999,3.23,-9999,6.69
19970102 19:15,-9999,3.23,-9999,6.69
19970102 19:30,-9999,3.23,-9999,6.69
19970102 19:45,-9999,3.23,-9999,6.69
19970102 20:00,-9999,3.23,-9999,6.69
19970102 20:15,-9999,3.23,-9999,6.69
19970102 20:30,-9999,3.23,-9999,6.69
19970102 20:45,-9999,3.23,-9999,6.69
19970102 21:00,3.23,-9999,6.69,-9999
19970102 21:15,-9999,3.23,-9999,6.69
19970102 21:30,-9999,3.23,-9999,6.69
19970102 21:45,-9999,3.23,-9999,6.69
19970102 22:00,-9999,3.23,-9999,6.69
19970102 22:15,-9999,3.23,-9999,6.69
19970102 22:30,-9999,3.23,-9999,6.69
19970102 22:45,-9999,3.23,-9999,6.69
19970102 23:00,3.24,-9999,7.06,-9999
19970102 23:15,-9999,3.24,-9999,7.06
19970102 23:30,-9999,3.24,-9999,7.06
19970102 23:45,-9999,3.24,-9999,7.06
19970103  0:00,3.25,-9999,7.44,-9999
19970103  0:15,-9999,3.25,-9999,7.44
19970103  0:30,-9999,3.25,-9999,7.44
19970103  0:45,-9999,3.25,-9999,7.44
19970103  1:00,-9999,3.25,-9999,7.44
19970103  1:15,-9999,3.25,-9999,7.44
19970103  1:30,-9999,3.25,-9999,7.44
19970103  1:45,-9999,3.25,-9999,7.44
19970103  2:00,-9999,3.25,-9999,7.44
19970103  2:15,-9999,3.25,-9999,7.44
19970103  2:30,-9999,3.25,-9999,7.44
19970103  2:45,-9999,3.25,-9999,7.44
19970103  3:00,-9999,3.25,-9999,7.44
19970103  3:15,-9999,3.25,-9999,7.44
19970103  3:30,-9999,3.25,-9999,7.44
19970103  3:45,-9999,3.25,-9999,7.44
19970103  4:00,-9999,3.25,-9999,7.44
19970103  4:15,-9999,3.25,-9999,7.44
19970103  4:30,-9999,3.25,-9999,7.44
19970103  4:45,-9999,3.25,-9999,7.44
19970103  5:00,-9999,3.25,-9999,7.44
19970103  5:15,-9999,3.25,-9999,7.44
19970103  5:30,-9999,3.25,-9999,7.44
19970103  5:45,-9999,3.25,-9999,7.44
19970103  6:00,-9999,3.25,-9999,7.44
19970103  6:15,-9999,3.25,-9999,7.44
19970103  6:30,-9999,3.25,-9999,7.44
19970103  6:45,-9999,3.25,-9999,7.44
19970103  7:00,-9999,3.25,-9999,7.44
19970103  7:15,-9999,3.25,-9999,7.44
19970103  7:30,-9999,3.25,-9999,7.44
19970103  7:45,-9999,3.25,-9999,7.44
19970103  8:00,3.24,-9999,7.06,-9999
19970103  8:15,-9999,3.24,-9999,7.06
19970103  8:30,-9999,3.24,-9999,7.06
19970103  8:45,-9999,3.24,-9999,7.06
19970103  9:00,3.24,-9999,7.06,-9999
19970103  9:15,-9999,3.24,-9999,7.06
19970103  9:30,-9999,3.24,-9999,7.06
19970103  9:45,-9999,3.24,-9999,7.06
19970103 10:00,-9999,3.24,-9999,7.06
19970103 10:15,-9999,3.24,-9999,7.06
19970103 10:30,-9999,3.24,-9999,7.06
19970103 10:45,-9999,3.24,-9999,7.06
19970103 11:00,3.25,-9999,7.44,-9999
19970103 11:15,-9999,3.25,-9999,7.44
19970103 11:30,-9999,3.25,-9999,7.44
19970103 11:45,-9999,3.25,-9999,7.44
19970103 12:00,-9999,3.25,-9999,7.44
19970103 12:15,-9999,3.25,-9999,7.44
19970103 12:30,-9999,3.25,-9999,7.44
19970103 12:45,-9999,3.25,-9999,7.44
19970103 13:00,-9999,3.25,-9999,7.44
19970103 13:15,-9999,3.25,-9999,7.44
19970103 13:30,-9999,3.25,-9999,7.44
19970103 13:45,-9999,3.25,-9999,7.44
19970103 14:00,-9999,3.25,-9999,7.44
19970103 14:15,-9999,3.25,-9999,7.44
19970103 14:30,-9999,3.25,-9999,7.44
19970103 14:45,-9999,3.25,-9999,7.44
19970103 15:00,-9999,3.25,-9999,7.44
19970103 15:15,-9999,3.25,-9999,7.44
19970103 15:30,-9999,3.25,-9999,7.44
19970103 15:45,-9999,3.25,-9999,7.44
19970103 16:00,3.27,-9999,7.82,-9999
19970103 16:15,-9999,3.27,-9999,7.82
19970103 16:30,-9999,3.27,-9999,7.82
19970103 16:45,-9999,3.27,-9999,7.82
19970103 17:00,3.25,-9999,7.02,-9999
19970103 17:15,-9999,3.25,-9999,7.02
19970103 17:30,-9999,3.25,-9999,7.02
19970103 17:45,-9999,3.25,-9999,7.02
19970103 18:00,-9999,3.25,-9999,7.02
19970103 18:15,-9999,3.25,-9999,7.02
19970103 18:30,-9999,3.25,-9999,7.02
19970103 18:45,-9999,3.25,-9999,7.02
19970103 19:00,-9999,3.25,-9999,7.02
19970103 19:15,-9999,3.25,-9999,7.02
19970103 19:30,-9999,3.25,-9999,7.02
19970103 19:45,-9999,3.25,-9999,7.02
19970103 20:00,-9999,3.25,-9999,7.02
19970103 20:15,-9999,3.25,-9999,7.02
19970103 20:30,-9999,3.25,-9999,7.02
19970103 20:45,-9999,3.25,-9999,7.02
19970103 21:00,3.25,-9999,7.02,-9999
19970103 21:15,-9999,3.25,-9999,7.02
19970103 21:30,-9999,3.25,-9999,7.02
19970103 21:45,-9999,3.25,-9999,7.02
19970103 22:00,-9999,3.25,-9999,7.02
19970103 22:15,-9999,3.25,-9999,7.02
19970103 22:30,-9999,3.25,-9999,7.02
19970103 22:45,-9999,3.25,-9999,7.02
19970103 23:00,3.24,-9999,6.65,-9999
19970103 23:15,-9999,3.24,-9999,6.65
19970103 23:30,-9999,3.24,-9999,6.65
19970103 23:45,-9999,3.24,-9999,6.65
19970104  0:00,-9999,3.24,-9999,6.65
19970104  0:15,-9999,3.24,-9999,6.65
19970104  0:30,-9999,3.24,-9999,6.65
19970104  0:45,-9999,3.24,-9999,6.65
19970104  1:00,-9999,3.24,-9999,6.65
19970104  1:15,-9999,3.24,-9999,6.65
19970104  1:30,-9999,3.24,-9999,6.65
19970104  1:45,-9999,3.24,-9999,6.65
19970104  2:00,-9999,3.24,-9999,6.65
19970104  2:15,-9999,3.24,-9999,6.65
19970104  2:30,-9999,3.24,-9999,6.65
19970104  2:45,-9999,3.24,-9999,6.65
19970104  3:00,-9999,3.24,-9999,6.65
19970104  3:15,-9999,3.24,-9999,6.65
19970104  3:30,-9999,3.24,-9999,6.65
19970104  3:45,-9999,3.24,-9999,6.65
19970104  4:00,-9999,3.24,-9999,6.65
19970104  4:15,-9999,3.24,-9999,6.65
19970104  4:30,-9999,3.24,-9999,6.65
19970104  4:45,-9999,3.24,-9999,6.65
19970104  5:00,-9999,3.24,-9999,6.65
19970104  5:15,-9999,3.24,-9999,6.65
19970104  5:30,-9999,3.24,-9999,6.65
19970104  5:45,-9999,3.24,-9999,6.65
19970104  6:00,-9999,3.24,-9999,6.65
19970104  6:15,-9999,3.24,-9999,6.65
19970104  6:30,-9999,3.24,-9999,6.65
19970104  6:45,-9999,3.24,-9999,6.65
19970104  7:00,-9999,3.24,-9999,6.65
