Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
19840101  0:00,2.79,-9999,3.13,-9999
19840101  0:15,-9999,2.79,-9999,3.13
19840101  0:30,-9999,2.79,-9999,3.13
19840101  0:45,-9999,2.79,-9999,3.13
19840101  1:00,-9999,2.79,-9999,3.13
19840101  1:15,-9999,2.79,-9999,3.13
19840101  1:30,-9999,2.79,-9999,3.13
19840101  1:45,-9999,2.79,-9999,3.13
19840101  2:00,-9999,2.79,-9999,3.13
19840101  2:15,-9999,2.79,-9999,3.13
19840101  2:30,-9999,2.79,-9999,3.13
19840101  2:45,-9999,2.79,-9999,3.13
19840101  3:00,-9999,2.79,-9999,3.13
19840101  3:15,-9999,2.79,-9999,3.13
19840101  3:30,-9999,2.79,-9999,3.13
19840101  3:45,-9999,2.79,-9999,3.13
19840101  4:00,-9999,2.79,-9999,3.13
19840101  4:15,-9999,2.79,-9999,3.13
19840101  4:30,-9999,2.79,-9999,3.13
19840101  4:45,-9999,2.79,-9999,3.13
19840101  5:00,-9999,2.79,-9999,3.13
19840101  5:15,-9999,2.79,-9999,3.13
19840101  5:30,-9999,2.79,-9999,3.13
19840101  5:45,-9999,2.79,-9999,3.13
19840101  6:00,2.78,-9999,3.03,-9999
19840101  6:15,-9999,2.78,-9999,3.03
19840101  6:30,-9999,2.78,-9999,3.03
19840101  6:45,-9999,2.78,-9999,3.03
19840101  7:00,-9999,2.78,-9999,3.03
19840101  7:15,-9999,2.78,-9999,3.03
19840101  7:30,-9999,2.78,-9999,3.03
19840101  7:45,-9999,2.78,-9999,3.03
19840101  8:00,-9999,2.78,-9999,3.03
19840101  8:15,-9999,2.78,-9999,3.03
19840101  8:30,-9999,2.78,-9999,3.03
19840101  8:45,-9999,2.78,-9999,3.03
19840101  9:00,-9999,2.78,-9999,3.03
19840101  9:15,-9999,2.78,-9999,3.03
19840101  9:30,-9999,2.78,-9999,3.03
19840101  9:45,-9999,2.78,-9999,3.03
19840101 10:00,-9999,2.78,-9999,3.03
19840101 10:15,-9999,2.78,-9999,3.03
19840101 10:30,-9999,2.78,-9999,3.03
19840101 10:45,-9999,2.78,-9999,3.03
19840101 11:00,-9999,2.78,-9999,3.03
19840101 11:15,-9999,2.78,-9999,3.03
19840101 11:30,-9999,2.78,-9999,3.03
19840101 11:45,-9999,2.78,-9999,3.03
19840101 12:00,-9999,2.78,-9999,3.03
19840101 12:15,-9999,2.78,-9999,3.03
19840101 12:30,-9999,2.78,-9999,3.03
19840101 12:45,-9999,2.78,-9999,3.03
19840101 13:00,2.79,-9999,3.13,-9999
19840101 13:15,-9999,2.79,-9999,3.13
19840101 13:30,-9999,2.79,-9999,3.13
19840101 13:45,-9999,2.79,-9999,3.13
19840101 14:00,-9999,2.79,-9999,3.13
19840101 14:15,-9999,2.79,-9999,3.13
19840101 14:30,-9999,2.79,-9999,3.13
19840101 14:45,-9999,2.79,-9999,3.13
19840101 15:00,-9999,2.79,-9999,3.13
19840101 15:15,-9999,2.79,-9999,3.13
19840101 15:30,-9999,2.79,-9999,3.13
19840101 15:45,-9999,2.79,-9999,3.13
19840101 16:00,-9999,2.79,-9999,3.13
19840101 16:15,-9999,2.79,-9999,3.13
19840101 16:30,-9999,2.79,-9999,3.13
19840101 16:45,-9999,2.79,-9999,3.13
19840101 17:00,-9999,2.79,-9999,3.13
19840101 17:15,-9999,2.79,-9999,3.13
19840101 17:30,-9999,2.79,-9999,3.13
19840101 17:45,-9999,2.79,-9999,3.13
19840101 18:00,2.8,-9999,3.24,-9999
19840101 18:15,-9999,2.8,-9999,3.24
19840101 18:30,-9999,2.8,-9999,3.24
19840101 18:45,-9999,2.8,-9999,3.24
19840101 19:00,-9999,2.8,-9999,3.24
19840101 19:15,-9999,2.8,-9999,3.24
19840101 19:30,-9999,2.8,-9999,3.24
19840101 19:45,-9999,2.8,-9999,3.24
19840101 20:00,-9999,2.8,-9999,3.24
19840101 20:15,-9999,2.8,-9999,3.24
19840101 20:30,-9999,2.8,-9999,3.24
19840101 20:45,-9999,2.8,-9999,3.24
19840101 21:00,-9999,2.8,-9999,3.24
19840101 21:15,-9999,2.8,-9999,3.24
19840101 21:30,-9999,2.8,-9999,3.24
19840101 21:45,-9999,2.8,-9999,3.24
19840101 22:00,-9999,2.8,-9999,3.24
19840101 22:15,-9999,2.8,-9999,3.24
19840101 22:30,-9999,2.8,-9999,3.24
19840101 22:45,-9999,2.8,-9999,3.24
19840101 23:00,2.79,-9999,3.13,-9999
19840101 23:15,-9999,2.79,-9999,3.13
19840101 23:30,-9999,2.79,-9999,3.13
19840101 23:45,-9999,2.79,-9999,3.13
19840102  0:00,-9999,2.79,-9999,3.13
19840102  0:15,-9999,2.79,-9999,3.13
19840102  0:30,-9999,2.79,-9999,3.13
19840102  0:45,-9999,2.79,-9999,3.13
19840102  1:00,-9999,2.79,-9999,3.13
19840102  1:15,-9999,2.79,-9999,3.13
19840102  1:30,-9999,2.79,-9999,3.13
19840102  1:45,-9999,2.79,-9999,3.13
19840102  2:00,-9999,2.79,-9999,3.13
19840102  2:15,-9999,2.79,-9999,3.13
19840102  2:30,-9999,2.79,-9999,3.13
19840102  2:45,-9999,2.79,-9999,3.13
19840102  3:00,-9999,2.79,-9999,3.13
19840102  3:15,-9999,2.79,-9999,3.13
19840102  3:30,-9999,2.79,-9999,3.13
19840102  3:45,-9999,2.79,-9999,3.13
19840102  4:00,-9999,2.79,-9999,3.13
19840102  4:15,-9999,2.79,-9999,3.13
19840102  4:30,-9999,2.79,-9999,3.13
19840102  4:45,-9999,2.79,-9999,3.13
19840102  5:00,-9999,2.79,-9999,3.13
19840102  5:15,-9999,2.79,-9999,3.13
19840102  5:30,-9999,2.79,-9999,3.13
19840102  5:45,-9999,2.79,-9999,3.13
19840102  6:00,-9999,2.79,-9999,3.13
19840102  6:15,-9999,2.79,-9999,3.13
19840102  6:30,-9999,2.79,-9999,3.13
19840102  6:45,-9999,2.79,-9999,3.13
19840102  7:00,-9999,2.79,-9999,3.13
19840102  7:15,-9999,2.79,-9999,3.13
19840102  7:30,-9999,2.79,-9999,3.13
19840102  7:45,-9999,2.79,-9999,3.13
19840102  8:00,-9999,2.79,-9999,3.13
19840102  8:15,-9999,2.79,-9999,3.13
19840102  8:30,-9999,2.79,-9999,3.13
