Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
19910101  0:00,2.96,-9999,5.09,-9999
19910101  0:15,-9999,2.96,-9999,5.09
19910101  0:30,-9999,2.96,-9999,5.09
19910101  0:45,-9999,2.96,-9999,5.09
19910101  1:00,-9999,2.96,-9999,5.09
19910101  1:15,-9999,2.96,-9999,5.09
19910101  1:30,-9999,2.96,-9999,5.09
19910101  1:45,-9999,2.96,-9999,5.09
19910101  2:00,2.96,-9999,5.09,-9999
19910101  2:15,-9999,2.96,-9999,5.09
19910101  2:30,-9999,2.96,-9999,5.09
19910101  2:45,-9999,2.96,-9999,5.09
19910101  3:00,2.95,-9999,4.92,-9999
19910101  3:15,-9999,2.95,-9999,4.92
19910101  3:30,-9999,2.95,-9999,4.92
19910101  3:45,-9999,2.95,-9999,4.92
19910101  4:00,-9999,2.95,-9999,4.92
19910101  4:15,-9999,2.95,-9999,4.92
19910101  4:30,-9999,2.95,-9999,4.92
19910101  4:45,-9999,2.95,-9999,4.92
19910101  5:00,2.94,-9999,4.75,-9999
19910101  5:15,-9999,2.94,-9999,4.75
19910101  5:30,-9999,2.94,-9999,4.75
19910101  5:45,-9999,2.94,-9999,4.75
19910101  6:00,-9999,2.94,-9999,4.75
19910101  6:15,-9999,2.94,-9999,4.75
19910101  6:30,-9999,2.94,-9999,4.75
19910101  6:45,-9999,2.94,-9999,4.75
19910101  7:00,-9999,2.94,-9999,4.75
19910101  7:15,-9999,2.94,-9999,4.75
19910101  7:30,-9999,2.94,-9999,4.75
19910101  7:45,-9999,2.94,-9999,4.75
19910101  8:00,2.93,-9999,4.59,-9999
19910101  8:15,-9999,2.93,-9999,4.59
19910101  8:30,-9999,2.93,-9999,4.59
19910101  8:45,-9999,2.93,-9999,4.59
19910101  9:00,-9999,2.93,-9999,4.59
19910101  9:15,-9999,2.93,-9999,4.59
19910101  9:30,-9999,2.93,-9999,4.59
19910101  9:45,-9999,2.93,-9999,4.59
19910101 10:00,-9999,2.93,-9999,4.59
19910101 10:15,-9999,2.93,-9999,4.59
19910101 10:30,-9999,2.93,-9999,4.59
19910101 10:45,-9999,2.93,-9999,4.59
19910101 11:00,2.92,-9999,4.43,-9999
19910101 11:15,-9999,2.92,-9999,4.43
19910101 11:30,-9999,2.92,-9999,4.43
19910101 11:45,-9999,2.92,-9999,4.43
19910101 12:00,-9999,2.92,-9999,4.43
19910101 12:15,-9999,2.92,-9999,4.43
19910101 12:30,-9999,2.92,-9999,4.43
19910101 12:45,-9999,2.92,-9999,4.43
19910101 13:00,-9999,2.92,-9999,4.43
19910101 13:15,-9999,2.92,-9999,4.43
19910101 13:30,-9999,2.92,-9999,4.43
19910101 13:45,-9999,2.92,-9999,4.43
19910101 14:00,-9999,2.92,-9999,4.43
19910101 14:15,-9999,2.92,-9999,4.43
19910101 14:30,-9999,2.92,-9999,4.43
19910101 14:45,-9999,2.92,-9999,4.43
19910101 15:00,-9999,2.92,-9999,4.43
19910101 15:15,-9999,2.92,-9999,4.43
19910101 15:30,-9999,2.92,-9999,4.43
19910101 15:45,-9999,2.92,-9999,4.43
19910101 16:00,-9999,2.92,-9999,4.43
19910101 16:15,-9999,2.92,-9999,4.43
19910101 16:30,-9999,2.92,-9999,4.43
19910101 16:45,-9999,2.92,-9999,4.43
19910101 17:00,-9999,2.92,-9999,4.43
19910101 17:15,-9999,2.92,-9999,4.43
19910101 17:30,-9999,2.92,-9999,4.43
19910101 17:45,-9999,2.92,-9999,4.43
19910101 18:00,-9999,2.92,-9999,4.43
19910101 18:15,-9999,2.92,-9999,4.43
19910101 18:30,-9999,2.92,-9999,4.43
19910101 18:45,-9999,2.92,-9999,4.43
19910101 19:00,-9999,2.92,-9999,4.43
19910101 19:15,-9999,2.92,-9999,4.43
19910101 19:30,-9999,2.92,-9999,4.43
19910101 19:45,-9999,2.92,-9999,4.43
19910101 20:00,-9999,2.92,-9999,4.43
19910101 20:15,-9999,2.92,-9999,4.43
19910101 20:30,-9999,2.92,-9999,4.43
19910101 20:45,-9999,2.92,-9999,4.43
19910101 21:00,2.91,-9999,4.28,-9999
19910101 21:15,-9999,2.91,-9999,4.28
19910101 21:30,-9999,2.91,-9999,4.28
19910101 21:45,-9999,2.91,-9999,4.28
19910101 22:00,-9999,2.91,-9999,4.28
19910101 22:15,-9999,2.91,-9999,4.28
19910101 22:30,-9999,2.91,-9999,4.28
19910101 22:45,-9999,2.91,-9999,4.28
19910101 23:00,-9999,2.91,-9999,4.28
19910101 23:15,-9999,2.91,-9999,4.28
19910101 23:30,-9999,2.91,-9999,4.28
19910101 23:45,-9999,2.91,-9999,4.28
19910102  0:00,-9999,2.91,-9999,4.28
19910102  0:15,-9999,2.91,-9999,4.28
19910102  0:30,-9999,2.91,-9999,4.28
19910102  0:45,-9999,2.91,-9999,4.28
19910102  1:00,-9999,2.91,-9999,4.28
19910102  1:15,-9999,2.91,-9999,4.28
19910102  1:30,-9999,2.91,-9999,4.28
19910102  1:45,-9999,2.91,-9999,4.28
19910102  2:00,-9999,2.91,-9999,4.28
19910102  2:15,-9999,2.91,-9999,4.28
19910102  2:30,-9999,2.91,-9999,4.28
19910102  2:45,-9999,2.91,-9999,4.28
19910102  3:00,2.9,-9999,4.13,-9999
19910102  3:15,-9999,2.9,-9999,4.13
19910102  3:30,-9999,2.9,-9999,4.13
19910102  3:45,-9999,2.9,-9999,4.13
19910102  4:00,-9999,2.9,-9999,4.13
19910102  4:15,-9999,2.9,-9999,4.13
19910102  4:30,-9999,2.9,-9999,4.13
19910102  4:45,-9999,2.9,-9999,4.13
19910102  5:00,-9999,2.9,-9999,4.13
19910102  5:15,-9999,2.9,-9999,4.13
19910102  5:30,-9999,2.9,-9999,4.13
19910102  5:45,-9999,2.9,-9999,4.13
19910102  6:00,-9999,2.9,-9999,4.13
19910102  6:15,-9999,2.9,-9999,4.13
19910102  6:30,-9999,2.9,-9999,4.13
19910102  6:45,-9999,2.9,-9999,4.13
19910102  7:00,-9999,2.9,-9999,4.13
19910102  7:15,-9999,2.9,-9999,4.13
19910102  7:30,-9999,2.9,-9999,4.13
19910102  7:45,-9999,2.9,-9999,4.13
19910102  8:00,2.89,-9999,3.99,-9999
19910102  8:15,-9999,2.89,-9999,3.99
19910102  8:30,-9999,2.89,-9999,3.99
19910102  8:45,-9999,2.89,-9999,3.99
19910102  9:00,-9999,2.89,-9999,3.99
19910102  9:15,-9999,2.89,-9999,3.99
19910102  9:30,-9999,2.89,-9999,3.99
19910102  9:45,-9999,2.89,-9999,3.99
19910102 10:00,-9999,2.89,-9999,3.99
19910102 10:15,-9999,2.89,-9999,3.99
19910102 10:30,-9999,2.89,-9999,3.99
19910102 10:45,-9999,2.89,-9999,3.99
19910102 11:00,-9999,2.89,-9999,3.99
19910102 11:15,-9999,2.89,-9999,3.99
19910102 11:30,-9999,2.89,-9999,3.99
19910102 11:45,-9999,2.89,-9999,3.99
19910102 12:00,-9999,2.89,-9999,3.99
19910102 12:15,-9999,2.89,-9999,3.99
19910102 12:30,-9999,2.89,-9999,3.99
19910102 12:45,-9999,2.89,-9999,3.99
19910102 13:00,-9999,2.89,-9999,3.99
19910102 13:15,-9999,2.89,-9999,3.99
19910102 13:30,-9999,2.89,-9999,3.99
19910102 13:45,-9999,2.89,-9999,3.99
19910102 14:00,-9999,2.89,-9999,3.99
19910102 14:15,-9999,2.89,-9999,3.99
19910102 14:30,-9999,2.89,-9999,3.99
19910102 14:45,-9999,2.89,-9999,3.99
19910102 15:00,-9999,2.89,-9999,3.99
19910102 15:15,-9999,2.89,-9999,3.99
19910102 15:30,-9999,2.89,-9999,3.99
19910102 15:45,-9999,2.89,-9999,3.99
19910102 16:00,-9999,2.89,-9999,3.99
19910102 16:15,-9999,2.89,-9999,3.99
19910102 16:30,-9999,2.89,-9999,3.99
19910102 16:45,-9999,2.89,-9999,3.99
19910102 17:00,-9999,2.89,-9999,3.99
