Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
19930101  0:05,-9999,-9999,-9999,-9999
19930101  0:20,-9999,-9999,-9999,-9999
19930101  0:35,-9999,-9999,-9999,-9999
19930101  0:50,-9999,-9999,-9999,-9999
19930101  1:05,-9999,-9999,-9999,-9999
19930101  1:20,-9999,-9999,-9999,-9999
19930101  1:35,-9999,-9999,-9999,-9999
19930101  1:50,-9999,-9999,-9999,-9999
19930101  2:05,-9999,-9999,-9999,-9999
19930101  2:20,-9999,-9999,-9999,-9999
19930101  2:35,-9999,-9999,-9999,-9999
19930101  2:50,-9999,-9999,-9999,-9999
19930101  3:05,-9999,-9999,-9999,-9999
19930101  3:20,-9999,-9999,-9999,-9999
19930101  3:35,-9999,-9999,-9999,-9999
19930101  3:50,-9999,-9999,-9999,-9999
19930101  4:05,-9999,-9999,-9999,-9999
19930101  4:20,-9999,-9999,-9999,-9999
19930101  4:35,-9999,-9999,-9999,-9999
19930101  4:50,-9999,-9999,-9999,-9999
19930101  5:05,-9999,-9999,-9999,-9999
19930101  5:20,-9999,-9999,-9999,-9999
19930101  5:35,-9999,-9999,-9999,-9999
19930101  5:50,-9999,-9999,-9999,-9999
19930101  6:05,-9999,-9999,-9999,-9999
19930101  6:20,-9999,-9999,-9999,-9999
19930101  6:35,-9999,-9999,-9999,-9999
19930101  6:50,-9999,-9999,-9999,-9999
19930101  7:05,-9999,-9999,-9999,-9999
19930101  7:20,-9999,-9999,-9999,-9999
19930101  7:35,-9999,-9999,-9999,-9999
19930101  7:50,-9999,-9999,-9999,-9999
19930101  8:05,-9999,-9999,-9999,-9999
19930101  8:20,-9999,-9999,-9999,-9999
19930101  8:35,-9999,-9999,-9999,-9999
19930101  8:50,-9999,-9999,-9999,-9999
19930101  9:05,-9999,-9999,-9999,-9999
19930101  9:20,-9999,-9999,-9999,-9999
19930101  9:35,-9999,-9999,-9999,-9999
19930101  9:50,-9999,-9999,-9999,-9999
19930101 10:05,-9999,-9999,-9999,-9999
19930101 10:20,-9999,-9999,-9999,-9999
19930101 10:35,-9999,-9999,-9999,-9999
