Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
19850101  0:00,-9999,2.75,-9999,2.74
19850101  0:15,-9999,2.75,-9999,2.74
19850101  0:30,-9999,2.75,-9999,2.74
19850101  0:45,-9999,2.75,-9999,2.74
19850101  1:00,2.75,-9999,2.74,-9999
19850101  1:15,-9999,2.75,-9999,2.74
19850101  1:30,-9999,2.75,-9999,2.74
19850101  1:45,-9999,2.75,-9999,2.74
19850101  2:00,-9999,2.75,-9999,2.74
19850101  2:15,-9999,2.75,-9999,2.74
19850101  2:30,-9999,2.75,-9999,2.74
19850101  2:45,-9999,2.75,-9999,2.74
19850101  3:00,-9999,2.75,-9999,2.74
19850101  3:15,-9999,2.75,-9999,2.74
19850101  3:30,-9999,2.75,-9999,2.74
19850101  3:45,-9999,2.75,-9999,2.74
19850101  4:00,-9999,2.75,-9999,2.74
19850101  4:15,-9999,2.75,-9999,2.74
19850101  4:30,-9999,2.75,-9999,2.74
19850101  4:45,-9999,2.75,-9999,2.74
19850101  5:00,-9999,2.75,-9999,2.74
19850101  5:15,-9999,2.75,-9999,2.74
19850101  5:30,-9999,2.75,-9999,2.74
19850101  5:45,-9999,2.75,-9999,2.74
19850101  6:00,-9999,2.75,-9999,2.74
19850101  6:15,-9999,2.75,-9999,2.74
19850101  6:30,-9999,2.75,-9999,2.74
19850101  6:45,-9999,2.75,-9999,2.74
19850101  7:00,-9999,2.75,-9999,2.74
19850101  7:15,-9999,2.75,-9999,2.74
19850101  7:30,-9999,2.75,-9999,2.74
19850101  7:45,-9999,2.75,-9999,2.74
19850101  8:00,-9999,2.75,-9999,2.74
19850101  8:15,-9999,2.75,-9999,2.74
19850101  8:30,-9999,2.75,-9999,2.74
19850101  8:45,-9999,2.75,-9999,2.74
19850101  9:00,-9999,2.75,-9999,2.74
19850101  9:15,-9999,2.75,-9999,2.74
19850101  9:30,-9999,2.75,-9999,2.74
19850101  9:45,-9999,2.75,-9999,2.74
19850101 10:00,-9999,2.75,-9999,2.74
19850101 10:15,-9999,2.75,-9999,2.74
19850101 10:30,-9999,2.75,-9999,2.74
19850101 10:45,-9999,2.75,-9999,2.74
19850101 11:00,-9999,2.75,-9999,2.74
19850101 11:15,-9999,2.75,-9999,2.74
19850101 11:30,-9999,2.75,-9999,2.74
19850101 11:45,-9999,2.75,-9999,2.74
19850101 12:00,-9999,2.75,-9999,2.74
19850101 12:15,-9999,2.75,-9999,2.74
19850101 12:30,-9999,2.75,-9999,2.74
19850101 12:45,-9999,2.75,-9999,2.74
19850101 13:00,2.76,-9999,2.83,-9999
19850101 13:15,-9999,2.76,-9999,2.83
19850101 13:30,-9999,2.76,-9999,2.83
19850101 13:45,-9999,2.76,-9999,2.83
19850101 14:00,-9999,2.76,-9999,2.83
19850101 14:15,-9999,2.76,-9999,2.83
19850101 14:30,-9999,2.76,-9999,2.83
19850101 14:45,-9999,2.76,-9999,2.83
19850101 15:00,-9999,2.76,-9999,2.83
19850101 15:15,-9999,2.76,-9999,2.83
19850101 15:30,-9999,2.76,-9999,2.83
19850101 15:45,-9999,2.76,-9999,2.83
19850101 16:00,-9999,2.76,-9999,2.83
19850101 16:15,-9999,2.76,-9999,2.83
19850101 16:30,-9999,2.76,-9999,2.83
19850101 16:45,-9999,2.76,-9999,2.83
19850101 17:00,-9999,2.76,-9999,2.83
19850101 17:15,-9999,2.76,-9999,2.83
19850101 17:30,-9999,2.76,-9999,2.83
19850101 17:45,-9999,2.76,-9999,2.83
19850101 18:00,-9999,2.76,-9999,2.83
19850101 18:15,-9999,2.76,-9999,2.83
19850101 18:30,-9999,2.76,-9999,2.83
19850101 18:45,-9999,2.76,-9999,2.83
19850101 19:00,-9999,2.76,-9999,2.83
19850101 19:15,-9999,2.76,-9999,2.83
19850101 19:30,-9999,2.76,-9999,2.83
19850101 19:45,-9999,2.76,-9999,2.83
19850101 20:00,-9999,2.76,-9999,2.83
19850101 20:15,-9999,2.76,-9999,2.83
19850101 20:30,-9999,2.76,-9999,2.83
19850101 20:45,-9999,2.76,-9999,2.83
19850101 21:00,-9999,2.76,-9999,2.83
19850101 21:15,-9999,2.76,-9999,2.83
19850101 21:30,-9999,2.76,-9999,2.83
19850101 21:45,-9999,2.76,-9999,2.83
19850101 22:00,-9999,2.76,-9999,2.83
19850101 22:15,-9999,2.76,-9999,2.83
19850101 22:30,-9999,2.76,-9999,2.83
19850101 22:45,-9999,2.76,-9999,2.83
19850101 23:00,-9999,2.76,-9999,2.83
19850101 23:15,-9999,2.76,-9999,2.83
19850101 23:30,-9999,2.76,-9999,2.83
19850101 23:45,-9999,2.76,-9999,2.83
19850102  0:00,-9999,2.76,-9999,2.83
19850102  0:15,-9999,2.76,-9999,2.83
19850102  0:30,-9999,2.76,-9999,2.83
19850102  0:45,-9999,2.76,-9999,2.83
19850102  1:00,-9999,2.76,-9999,2.83
19850102  1:15,-9999,2.76,-9999,2.83
19850102  1:30,-9999,2.76,-9999,2.83
19850102  1:45,-9999,2.76,-9999,2.83
19850102  2:00,-9999,2.76,-9999,2.83
19850102  2:15,-9999,2.76,-9999,2.83
19850102  2:30,-9999,2.76,-9999,2.83
19850102  2:45,-9999,2.76,-9999,2.83
19850102  3:00,-9999,2.76,-9999,2.83
19850102  3:15,-9999,2.76,-9999,2.83
19850102  3:30,-9999,2.76,-9999,2.83
19850102  3:45,-9999,2.76,-9999,2.83
19850102  4:00,-9999,2.76,-9999,2.83
19850102  4:15,-9999,2.76,-9999,2.83
19850102  4:30,-9999,2.76,-9999,2.83
19850102  4:45,-9999,2.76,-9999,2.83
19850102  5:00,-9999,2.76,-9999,2.83
19850102  5:15,-9999,2.76,-9999,2.83
19850102  5:30,-9999,2.76,-9999,2.83
19850102  5:45,-9999,2.76,-9999,2.83
19850102  6:00,-9999,2.76,-9999,2.83
19850102  6:15,-9999,2.76,-9999,2.83
19850102  6:30,-9999,2.76,-9999,2.83
19850102  6:45,-9999,2.76,-9999,2.83
19850102  7:00,-9999,2.76,-9999,2.83
19850102  7:15,-9999,2.76,-9999,2.83
19850102  7:30,-9999,2.76,-9999,2.83
19850102  7:45,-9999,2.76,-9999,2.83
19850102  8:00,-9999,2.76,-9999,2.83
19850102  8:15,-9999,2.76,-9999,2.83
19850102  8:30,-9999,2.76,-9999,2.83
19850102  8:45,-9999,2.76,-9999,2.83
19850102  9:00,-9999,2.76,-9999,2.83
19850102  9:15,-9999,2.76,-9999,2.83
19850102  9:30,-9999,2.76,-9999,2.83
19850102  9:45,-9999,2.76,-9999,2.83
19850102 10:00,2.77,-9999,2.93,-9999
19850102 10:15,-9999,2.77,-9999,2.93
19850102 10:30,-9999,2.77,-9999,2.93
19850102 10:45,-9999,2.77,-9999,2.93
19850102 11:00,2.78,-9999,3.03,-9999
19850102 11:15,-9999,2.78,-9999,3.03
19850102 11:30,-9999,2.78,-9999,3.03
19850102 11:45,-9999,2.78,-9999,3.03
19850102 12:00,2.79,-9999,3.13,-9999
19850102 12:15,-9999,2.79,-9999,3.13
19850102 12:30,-9999,2.79,-9999,3.13
19850102 12:45,-9999,2.79,-9999,3.13
19850102 13:00,2.8,-9999,3.24,-9999
19850102 13:15,-9999,2.8,-9999,3.24
19850102 13:30,-9999,2.8,-9999,3.24
19850102 13:45,-9999,2.8,-9999,3.24
19850102 14:00,-9999,2.8,-9999,3.24
19850102 14:15,-9999,2.8,-9999,3.24
19850102 14:30,-9999,2.8,-9999,3.24
19850102 14:45,-9999,2.8,-9999,3.24
19850102 15:00,2.79,-9999,3.13,-9999
19850102 15:15,-9999,2.79,-9999,3.13
19850102 15:30,-9999,2.79,-9999,3.13
19850102 15:45,-9999,2.79,-9999,3.13
19850102 16:00,2.78,-9999,3.03,-9999
19850102 16:15,-9999,2.78,-9999,3.03
19850102 16:30,-9999,2.78,-9999,3.03
19850102 16:45,-9999,2.78,-9999,3.03
19850102 17:00,2.77,-9999,2.93,-9999
19850102 17:15,-9999,2.77,-9999,2.93
19850102 17:30,-9999,2.77,-9999,2.93
19850102 17:45,-9999,2.77,-9999,2.93
19850102 18:00,-9999,2.77,-9999,2.93
19850102 18:15,-9999,2.77,-9999,2.93
19850102 18:30,-9999,2.77,-9999,2.93
19850102 18:45,-9999,2.77,-9999,2.93
19850102 19:00,-9999,2.77,-9999,2.93
19850102 19:15,-9999,2.77,-9999,2.93
19850102 19:30,-9999,2.77,-9999,2.93
19850102 19:45,-9999,2.77,-9999,2.93
19850102 20:00,2.76,-9999,2.83,-9999
19850102 20:15,-9999,2.76,-9999,2.83
19850102 20:30,-9999,2.76,-9999,2.83
19850102 20:45,-9999,2.76,-9999,2.83
19850102 21:00,-9999,2.76,-9999,2.83
19850102 21:15,-9999,2.76,-9999,2.83
19850102 21:30,-9999,2.76,-9999,2.83
19850102 21:45,-9999,2.76,-9999,2.83
19850102 22:00,-9999,2.76,-9999,2.83
19850102 22:15,-9999,2.76,-9999,2.83
19850102 22:30,-9999,2.76,-9999,2.83
19850102 22:45,-9999,2.76,-9999,2.83
19850102 23:00,-9999,2.76,-9999,2.83
19850102 23:15,-9999,2.76,-9999,2.83
19850102 23:30,-9999,2.76,-9999,2.83
19850102 23:45,-9999,2.76,-9999,2.83
19850103  0:00,-9999,2.76,-9999,2.83
19850103  0:15,-9999,2.76,-9999,2.83
19850103  0:30,-9999,2.76,-9999,2.83
19850103  0:45,-9999,2.76,-9999,2.83
19850103  1:00,-9999,2.76,-9999,2.83
19850103  1:15,-9999,2.76,-9999,2.83
19850103  1:30,-9999,2.76,-9999,2.83
19850103  1:45,-9999,2.76,-9999,2.83
19850103  2:00,-9999,2.76,-9999,2.83
19850103  2:15,-9999,2.76,-9999,2.83
19850103  2:30,-9999,2.76,-9999,2.83
19850103  2:45,-9999,2.76,-9999,2.83
19850103  3:00,2.75,-9999,2.74,-9999
19850103  3:15,-9999,2.75,-9999,2.74
19850103  3:30,-9999,2.75,-9999,2.74
19850103  3:45,-9999,2.75,-9999,2.74
19850103  4:00,-9999,2.75,-9999,2.74
19850103  4:15,-9999,2.75,-9999,2.74
19850103  4:30,-9999,2.75,-9999,2.74
19850103  4:45,-9999,2.75,-9999,2.74
19850103  5:00,-9999,2.75,-9999,2.74
19850103  5:15,-9999,2.75,-9999,2.74
19850103  5:30,-9999,2.75,-9999,2.74
19850103  5:45,-9999,2.75,-9999,2.74
19850103  6:00,2.74,-9999,2.65,-9999
19850103  6:15,-9999,2.74,-9999,2.65
19850103  6:30,-9999,2.74,-9999,2.65
19850103  6:45,-9999,2.74,-9999,2.65
19850103  7:00,-9999,2.74,-9999,2.65
19850103  7:15,-9999,2.74,-9999,2.65
19850103  7:30,-9999,2.74,-9999,2.65
19850103  7:45,-9999,2.74,-9999,2.65
19850103  8:00,-9999,2.74,-9999,2.65
19850103  8:15,-9999,2.74,-9999,2.65
19850103  8:30,-9999,2.74,-9999,2.65
19850103  8:45,-9999,2.74,-9999,2.65
19850103  9:00,-9999,2.74,-9999,2.65
19850103  9:15,-9999,2.74,-9999,2.65
19850103  9:30,-9999,2.74,-9999,2.65
19850103  9:45,-9999,2.74,-9999,2.65
19850103 10:00,-9999,2.74,-9999,2.65
19850103 10:15,-9999,2.74,-9999,2.65
19850103 10:30,-9999,2.74,-9999,2.65
19850103 10:45,-9999,2.74,-9999,2.65
19850103 11:00,-9999,2.74,-9999,2.65
19850103 11:15,-9999,2.74,-9999,2.65
19850103 11:30,-9999,2.74,-9999,2.65
19850103 11:45,-9999,2.74,-9999,2.65
19850103 12:00,-9999,2.74,-9999,2.65
19850103 12:15,-9999,2.74,-9999,2.65
19850103 12:30,-9999,2.74,-9999,2.65
19850103 12:45,-9999,2.74,-9999,2.65
19850103 13:00,2.75,-9999,2.74,-9999
19850103 13:15,-9999,-9999,-9999,-9999
19850103 13:30,-9999,-9999,-9999,-9999
19850103 13:45,-9999,-9999,-9999,-9999
19850103 14:00,-9999,-9999,-9999,-9999
19850103 14:15,-9999,-9999,-9999,-9999
19850103 14:30,-9999,-9999,-9999,-9999
19850103 14:45,-9999,-9999,-9999,-9999
19850103 15:00,-9999,-9999,-9999,-9999
19850103 15:15,-9999,-9999,-9999,-9999
19850103 15:30,-9999,-9999,-9999,-9999
19850103 15:45,-9999,-9999,-9999,-9999
19850103 16:00,-9999,-9999,-9999,-9999
19850103 16:15,-9999,-9999,-9999,-9999
19850103 16:30,-9999,-9999,-9999,-9999
19850103 16:45,-9999,-9999,-9999,-9999
19850103 17:00,-9999,-9999,-9999,-9999
19850103 17:15,-9999,-9999,-9999,-9999
19850103 17:30,-9999,-9999,-9999,-9999
