Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
19960101  0:00,-9999,2.86,-9999,2.65
19960101  0:15,-9999,2.86,-9999,2.65
19960101  0:30,-9999,2.86,-9999,2.65
19960101  0:45,-9999,2.86,-9999,2.65
19960101  1:00,-9999,2.86,-9999,2.65
19960101  1:15,-9999,2.86,-9999,2.65
19960101  1:30,-9999,2.86,-9999,2.65
19960101  1:45,-9999,2.86,-9999,2.65
19960101  2:00,-9999,2.86,-9999,2.65
19960101  2:15,-9999,2.86,-9999,2.65
19960101  2:30,-9999,2.86,-9999,2.65
19960101  2:45,-9999,2.86,-9999,2.65
19960101  3:00,-9999,2.86,-9999,2.65
19960101  3:15,-9999,2.86,-9999,2.65
19960101  3:30,-9999,2.86,-9999,2.65
19960101  3:45,-9999,2.86,-9999,2.65
19960101  4:00,-9999,2.86,-9999,2.65
19960101  4:15,-9999,2.86,-9999,2.65
19960101  4:30,-9999,2.86,-9999,2.65
19960101  4:45,-9999,2.86,-9999,2.65
19960101  5:00,-9999,2.86,-9999,2.65
19960101  5:15,-9999,2.86,-9999,2.65
19960101  5:30,-9999,2.86,-9999,2.65
19960101  5:45,-9999,2.86,-9999,2.65
19960101  6:00,-9999,2.86,-9999,2.65
19960101  6:15,-9999,2.86,-9999,2.65
19960101  6:30,-9999,2.86,-9999,2.65
19960101  6:45,-9999,2.86,-9999,2.65
19960101  7:00,-9999,2.86,-9999,2.65
19960101  7:15,-9999,2.86,-9999,2.65
19960101  7:30,-9999,2.86,-9999,2.65
19960101  7:45,-9999,2.86,-9999,2.65
19960101  8:00,-9999,2.86,-9999,2.65
19960101  8:15,-9999,2.86,-9999,2.65
19960101  8:30,-9999,2.86,-9999,2.65
19960101  8:45,-9999,2.86,-9999,2.65
19960101  9:00,-9999,2.86,-9999,2.65
19960101  9:15,-9999,2.86,-9999,2.65
19960101  9:30,-9999,2.86,-9999,2.65
19960101  9:45,-9999,2.86,-9999,2.65
19960101 10:00,-9999,2.86,-9999,2.65
19960101 10:15,-9999,2.86,-9999,2.65
19960101 10:30,-9999,2.86,-9999,2.65
19960101 10:45,-9999,2.86,-9999,2.65
19960101 11:00,-9999,2.86,-9999,2.65
19960101 11:15,-9999,2.86,-9999,2.65
19960101 11:30,-9999,2.86,-9999,2.65
19960101 11:45,-9999,2.86,-9999,2.65
19960101 12:00,-9999,2.86,-9999,2.65
19960101 12:15,-9999,2.86,-9999,2.65
19960101 12:30,-9999,2.86,-9999,2.65
19960101 12:45,-9999,2.86,-9999,2.65
19960101 13:00,2.87,-9999,2.75,-9999
19960101 13:15,-9999,2.87,-9999,2.75
19960101 13:30,-9999,2.87,-9999,2.75
19960101 13:45,-9999,2.87,-9999,2.75
19960101 14:00,2.88,-9999,2.86,-9999
19960101 14:15,-9999,2.88,-9999,2.86
19960101 14:30,-9999,2.88,-9999,2.86
19960101 14:45,-9999,2.88,-9999,2.86
19960101 15:00,-9999,2.88,-9999,2.86
19960101 15:15,-9999,2.88,-9999,2.86
19960101 15:30,-9999,2.88,-9999,2.86
19960101 15:45,-9999,2.88,-9999,2.86
19960101 16:00,2.89,-9999,2.97,-9999
19960101 16:15,-9999,2.89,-9999,2.97
19960101 16:30,-9999,2.89,-9999,2.97
19960101 16:45,-9999,2.89,-9999,2.97
19960101 17:00,-9999,2.89,-9999,2.97
19960101 17:15,-9999,2.89,-9999,2.97
19960101 17:30,-9999,2.89,-9999,2.97
19960101 17:45,-9999,2.89,-9999,2.97
19960101 18:00,2.9,-9999,3.09,-9999
19960101 18:15,-9999,2.9,-9999,3.09
19960101 18:30,-9999,2.9,-9999,3.09
19960101 18:45,-9999,2.9,-9999,3.09
19960101 19:00,-9999,2.9,-9999,3.09
19960101 19:15,-9999,2.9,-9999,3.09
19960101 19:30,-9999,2.9,-9999,3.09
19960101 19:45,-9999,2.9,-9999,3.09
19960101 20:00,-9999,2.9,-9999,3.09
19960101 20:15,-9999,2.9,-9999,3.09
19960101 20:30,-9999,2.9,-9999,3.09
19960101 20:45,-9999,2.9,-9999,3.09
19960101 21:00,-9999,2.9,-9999,3.09
19960101 21:15,-9999,2.9,-9999,3.09
19960101 21:30,-9999,2.9,-9999,3.09
19960101 21:45,-9999,2.9,-9999,3.09
19960101 22:00,-9999,2.9,-9999,3.09
19960101 22:15,-9999,2.9,-9999,3.09
19960101 22:30,-9999,2.9,-9999,3.09
19960101 22:45,-9999,2.9,-9999,3.09
19960101 23:00,-9999,2.9,-9999,3.09
19960101 23:15,-9999,2.9,-9999,3.09
19960101 23:30,-9999,2.9,-9999,3.09
19960101 23:45,-9999,2.9,-9999,3.09
19960102  0:00,-9999,2.9,-9999,3.09
19960102  0:15,-9999,2.9,-9999,3.09
19960102  0:30,-9999,2.9,-9999,3.09
19960102  0:45,-9999,2.9,-9999,3.09
19960102  1:00,-9999,2.9,-9999,3.09
19960102  1:15,-9999,2.9,-9999,3.09
19960102  1:30,-9999,2.9,-9999,3.09
19960102  1:45,-9999,2.9,-9999,3.09
19960102  2:00,-9999,2.9,-9999,3.09
19960102  2:15,-9999,2.9,-9999,3.09
19960102  2:30,-9999,2.9,-9999,3.09
19960102  2:45,-9999,2.9,-9999,3.09
19960102  3:00,-9999,2.9,-9999,3.09
19960102  3:15,-9999,2.9,-9999,3.09
19960102  3:30,-9999,2.9,-9999,3.09
19960102  3:45,-9999,2.9,-9999,3.09
19960102  4:00,-9999,2.9,-9999,3.09
19960102  4:15,-9999,2.9,-9999,3.09
19960102  4:30,-9999,2.9,-9999,3.09
19960102  4:45,-9999,2.9,-9999,3.09
19960102  5:00,-9999,2.9,-9999,3.09
19960102  5:15,-9999,2.9,-9999,3.09
19960102  5:30,-9999,2.9,-9999,3.09
19960102  5:45,-9999,2.9,-9999,3.09
19960102  6:00,-9999,2.9,-9999,3.09
19960102  6:15,-9999,2.9,-9999,3.09
19960102  6:30,-9999,2.9,-9999,3.09
19960102  6:45,-9999,2.9,-9999,3.09
19960102  7:00,-9999,2.9,-9999,3.09
19960102  7:15,-9999,2.9,-9999,3.09
19960102  7:30,-9999,2.9,-9999,3.09
19960102  7:45,-9999,2.9,-9999,3.09
19960102  8:00,2.91,-9999,3.21,-9999
19960102  8:15,-9999,2.91,-9999,3.21
19960102  8:30,-9999,2.91,-9999,3.21
19960102  8:45,-9999,2.91,-9999,3.21
19960102  9:00,2.93,-9999,3.47,-9999
19960102  9:15,-9999,2.93,-9999,3.47
19960102  9:30,-9999,2.93,-9999,3.47
19960102  9:45,-9999,2.93,-9999,3.47
19960102 10:00,2.95,-9999,3.75,-9999
19960102 10:15,-9999,2.95,-9999,3.75
19960102 10:30,-9999,2.95,-9999,3.75
19960102 10:45,-9999,2.95,-9999,3.75
19960102 11:00,2.99,-9999,4.38,-9999
19960102 11:15,-9999,2.99,-9999,4.38
19960102 11:30,-9999,2.99,-9999,4.38
19960102 11:45,-9999,2.99,-9999,4.38
19960102 12:00,3.05,-9999,5.53,-9999
19960102 12:15,-9999,3.05,-9999,5.53
19960102 12:30,-9999,3.05,-9999,5.53
19960102 12:45,-9999,3.05,-9999,5.53
19960102 13:00,3.12,-9999,7.26,-9999
19960102 13:15,-9999,3.12,-9999,7.26
19960102 13:30,-9999,3.12,-9999,7.26
19960102 13:45,-9999,3.12,-9999,7.26
19960102 14:00,3.2,-9999,9.9,-9999
19960102 14:15,-9999,3.2,-9999,9.9
19960102 14:30,-9999,3.2,-9999,9.9
19960102 14:45,-9999,3.2,-9999,9.9
19960102 15:00,3.25,-9999,12.01,-9999
19960102 15:15,-9999,3.25,-9999,12.01
19960102 15:30,-9999,3.25,-9999,12.01
19960102 15:45,-9999,3.25,-9999,12.01
19960102 16:00,3.29,-9999,14.03,-9999
19960102 16:15,-9999,3.29,-9999,14.03
19960102 16:30,-9999,3.29,-9999,14.03
19960102 16:45,-9999,3.29,-9999,14.03
19960102 17:00,3.3,-9999,14.58,-9999
19960102 17:15,-9999,3.3,-9999,14.58
19960102 17:30,-9999,3.3,-9999,14.58
19960102 17:45,-9999,3.3,-9999,14.58
19960102 18:00,-9999,3.3,-9999,14.58
19960102 18:15,-9999,3.3,-9999,14.58
19960102 18:30,-9999,3.3,-9999,14.58
