Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
20110101  0:00,3.056,-9999,2.9,-9999
20110101  0:15,3.056,-9999,2.9,-9999
20110101  0:30,3.055,-9999,2.89,-9999
20110101  0:45,3.055,-9999,2.88,-9999
20110101  1:00,3.057,-9999,2.91,-9999
20110101  1:15,3.057,-9999,2.91,-9999
20110101  1:30,3.056,-9999,2.91,-9999
20110101  1:45,3.055,-9999,2.89,-9999
20110101  2:00,3.054,-9999,2.88,-9999
20110101  2:15,3.054,-9999,2.87,-9999
20110101  2:30,3.054,-9999,2.87,-9999
20110101  2:45,3.056,-9999,2.9,-9999
20110101  3:00,3.055,-9999,2.89,-9999
20110101  3:15,3.054,-9999,2.88,-9999
20110101  3:30,3.055,-9999,2.89,-9999
20110101  3:45,3.055,-9999,2.89,-9999
20110101  4:00,3.055,-9999,2.89,-9999
20110101  4:15,3.056,-9999,2.9,-9999
20110101  4:30,3.054,-9999,2.88,-9999
20110101  4:45,3.053,-9999,2.86,-9999
20110101  5:00,3.054,-9999,2.87,-9999
20110101  5:15,3.053,-9999,2.85,-9999
20110101  5:30,3.055,-9999,2.88,-9999
20110101  5:45,3.053,-9999,2.86,-9999
20110101  6:00,3.054,-9999,2.87,-9999
20110101  6:15,3.054,-9999,2.87,-9999
20110101  6:30,3.054,-9999,2.88,-9999
20110101  6:45,3.053,-9999,2.86,-9999
20110101  7:00,3.054,-9999,2.88,-9999
20110101  7:15,3.054,-9999,2.87,-9999
20110101  7:30,3.053,-9999,2.86,-9999
20110101  7:45,3.053,-9999,2.85,-9999
20110101  8:00,3.053,-9999,2.86,-9999
20110101  8:15,3.052,-9999,2.85,-9999
20110101  8:30,3.053,-9999,2.86,-9999
20110101  8:45,3.052,-9999,2.84,-9999
20110101  9:00,3.05,-9999,2.81,-9999
20110101  9:15,3.045,-9999,2.74,-9999
20110101  9:30,3.045,-9999,2.74,-9999
20110101  9:45,3.041,-9999,2.68,-9999
20110101 10:00,3.04,-9999,2.67,-9999
20110101 10:15,3.04,-9999,2.68,-9999
