Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
20000101  0:05,3.218,-9999,3.64,-9999
20000101  0:20,3.218,-9999,3.64,-9999
20000101  0:35,3.218,-9999,3.64,-9999
20000101  0:50,3.218,-9999,3.64,-9999
20000101  1:05,3.218,-9999,3.64,-9999
20000101  1:20,3.218,-9999,3.64,-9999
20000101  1:35,3.218,-9999,3.64,-9999
20000101  1:50,3.218,-9999,3.64,-9999
20000101  2:05,3.218,-9999,3.64,-9999
20000101  2:20,3.218,-9999,3.64,-9999
20000101  2:35,3.218,-9999,3.64,-9999
20000101  2:50,3.218,-9999,3.64,-9999
20000101  3:05,3.218,-9999,3.64,-9999
20000101  3:20,3.218,-9999,3.64,-9999
20000101  3:35,3.218,-9999,3.64,-9999
20000101  3:50,3.218,-9999,3.64,-9999
20000101  4:05,3.218,-9999,3.64,-9999
20000101  4:20,3.218,-9999,3.64,-9999
20000101  4:35,3.218,-9999,3.64,-9999
20000101  4:50,3.218,-9999,3.64,-9999
20000101  5:05,3.218,-9999,3.64,-9999
20000101  5:20,3.218,-9999,3.64,-9999
20000101  5:35,3.218,-9999,3.64,-9999
20000101  5:50,3.218,-9999,3.64,-9999
20000101  6:05,3.218,-9999,3.64,-9999
20000101  6:20,3.218,-9999,3.64,-9999
20000101  6:35,3.218,-9999,3.64,-9999
20000101  6:50,3.218,-9999,3.64,-9999
20000101  7:05,3.218,-9999,3.64,-9999
20000101  7:20,3.218,-9999,3.64,-9999
20000101  7:35,3.218,-9999,3.64,-9999
20000101  7:50,3.218,-9999,3.64,-9999
20000101  8:05,3.218,-9999,3.64,-9999
20000101  8:20,3.218,-9999,3.64,-9999
20000101  8:35,3.213,-9999,3.54,-9999
20000101  8:50,3.222,-9999,3.76,-9999
20000101  9:05,3.222,-9999,3.76,-9999
20000101  9:20,3.213,-9999,3.54,-9999
20000101  9:35,3.222,-9999,3.76,-9999
20000101  9:50,3.222,-9999,3.76,-9999
20000101 10:05,3.213,-9999,3.54,-9999
20000101 10:20,3.222,-9999,3.76,-9999
20000101 10:35,3.213,-9999,3.54,-9999
20000101 10:50,3.213,-9999,3.54,-9999
20000101 11:05,3.218,-9999,3.64,-9999
20000101 11:20,3.218,-9999,3.64,-9999
20000101 11:35,3.218,-9999,3.64,-9999
20000101 11:50,3.218,-9999,3.64,-9999
20000101 12:05,3.218,-9999,3.64,-9999
